id;password;last_login;is_superuser;username;first_name;last_name;email;is_staff;is_active;date_joined;account_type
126;pbkdf2_sha256$390000$ykFzxV4gHRlzxgZ8Zp197E$2opbKYyT4IFJStJ7tNyh6XV4cG1u++VLfn9fIsdmQuw=;;0;olivia@gmail.com;;;olivia@gmail.com;0;1;2023-04-24 16:22:36.020904;Usuário Normal
127;pbkdf2_sha256$390000$stKQTY5nfyAAeHqF0Y8Kt8$WH21dZsX1CGuhAfXOBx2WqL6LYxEwAHKCQ7FmT891oE=;;0;joelma@yahoo.com;;;joelma@yahoo.com;0;1;2023-04-24 16:29:14.452020;Usuário Normal
128;pbkdf2_sha256$390000$0Xc4GjJ2WJsvqpq2571yhC$TgzGWhPQbiXt3ZSEti4rK3NzfHXKWhq+c+mRQZ1fczo=;;0;tiago@yahoo.com;;;tiago@yahoo.com;0;1;2023-04-24 16:32:36.439430;Usuário Normal
129;pbkdf2_sha256$390000$d2GKyvkYo3fmqWDLOU6nC4$T+mA67tdndl+aJK7OMaTUdmn89Wi7/2ssW9tnvgIokA=;;0;victor@gmail.com;;;victor@gmail.com;0;1;2023-04-24 16:35:16.072299;Negócio Individual
130;pbkdf2_sha256$390000$lobKoaqElFDHOtLpIfZJ9O$vdtMs4lHkXMMJM0Nudna9l0MjCKK8kZGmglaBD4yu2s=;2023-04-24 17:26:16.441949;0;adilson@hotmail.com;;;adilson@hotmail.com;0;1;2023-04-24 17:19:52.753444;Empresarial
131;pbkdf2_sha256$390000$m1GxKEf3EA5KjsI7OPUYvQ$QxarCB5mqivvHLtVoyFMY4xtBoDybmsY8gr5k4Wj8gI=;2023-04-24 18:28:01.749191;0;carvalho@gmail.com;;;carvalho@gmail.com;0;1;2023-04-24 18:27:39.314701;Usuário Normal
132;pbkdf2_sha256$390000$5sORYvuQdLzKG0pUd9UMEK$8NtMJ4aOanlwSXjjmilvTgaRp1UzcaosC7MrwEbnzxY=;;0;flores@gmail.com;;;flores@gmail.com;0;1;2023-04-24 18:31:26.564113;Usuário Normal
133;pbkdf2_sha256$390000$9izHud7veWvdBI3PZk357U$19ZgXEfMbuSVbhAE6XND2PRmpNiLNF+Gcp2Wvd9uJGw=;;0;bartolomeu@hotmail.com;;;bartolomeu@hotmail.com;0;1;2023-04-24 18:33:00.907393;Usuário Normal
134;pbkdf2_sha256$390000$zm2pHGKuGMKB9uYHbdWJ4c$7m89I1ECwOK3t7HMNyiu1VLgxkzkDLDnBEuirijjuas=;;0;romero@gmail.com;;;romero@gmail.com;0;1;2023-04-24 18:36:56.119067;Usuário Normal
135;pbkdf2_sha256$390000$7qqfHtdB6UkzMPL6OdFSt6$5HPNiu32ZYlU7M+U1zAtwAhtK3KC9JsrG8LkSeQftk4=;2023-04-24 18:43:23.159747;0;emingarda@gmail.com;;;emingarda@gmail.com;0;1;2023-04-24 18:42:55.368069;Usuário Normal
136;pbkdf2_sha256$390000$c0mHIpXzVQYTSRFQ9HCYGW$gbdrtg/c8yk6bmPIciB7RCTLH09CVAeYW7JWqz3xqMY=;;0;vivalda@gmail.com;;;vivalda@gmail.com;0;1;2023-04-24 18:47:41.485303;Usuário Normal
137;pbkdf2_sha256$390000$1DXSeuKtIa9WNCwVpj0bSU$BPUc4vh1Q4947dDAhnYU+YqKkM0tjmrxxinNUNOhsk8=;2023-04-24 18:50:31.687476;0;vilma@yahoo.com;;;vilma@yahoo.com;0;1;2023-04-24 18:50:12.354301;Usuário Normal
138;pbkdf2_sha256$390000$Gt55IFKX0OQpXfEDO0386i$7THCe75HqxKqUZaNwBuZcwQpbLm+mv6JuUTwq+WqDmg=;2023-04-24 21:43:13.962151;0;manuelaoliveira@gmail.com;;;manuelaoliveira@gmail.com;0;1;2023-04-24 21:42:51.533858;Usuário Normal
139;pbkdf2_sha256$390000$RgiQeWOJ6dK4xxKhjp1fu3$kdFnYDpaVdlYHPL+w4FNVanpmd2E4hFMnAWd5VJbmOk=;2023-04-24 22:27:14.972995;0;gilberto@yahoo.com;;;gilberto@yahoo.com;0;1;2023-04-24 22:26:59.330105;Negócio Individual
140;pbkdf2_sha256$390000$egbjF6TmXlouSSvNIuz3FX$t+zRSJnyppc4ZyZ7vjswGJ4wvt1g9cQ2lhc+vLUWXnQ=;;0;sebastian@gmail.com;;;sebastian@gmail.com;0;1;2023-04-25 15:04:37.385101;Usuário Normal
